592ff5bc-f811-11e9-a621-340286a22b19,{'c26': {'size': 40}},0,graph,0
592ff5bc-f811-11e9-a621-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c3621a0a-f811-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
c3621a0a-f811-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c3621a0b-f811-11e9-a622-340286a22b19,{'a27': {'size': 40}},0,graph,0
c3621a0b-f811-11e9-a622-340286a22b19,{'d6': {'size': 93}},0,graph,1
c3621a0b-f811-11e9-a622-340286a22b19,"{'b16': {'size': 125}, 'd6': {'size': 185}}",0,graph,1
c3621a0b-f811-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
c3621a0b-f811-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
dd3d778e-f812-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
dd3d778e-f812-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
36826d08-f814-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
36826d08-f814-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c1f31180-f814-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
c1f31180-f814-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c1f31181-f814-11e9-a622-340286a22b19,{'a27': {'size': 40}},0,graph,0
c1f31181-f814-11e9-a622-340286a22b19,{'d6': {'size': 93}},0,graph,1
c1f31181-f814-11e9-a622-340286a22b19,"{'b16': {'size': 125}, 'd6': {'size': 185}}",0,graph,1
c1f31181-f814-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
c1f31181-f814-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
c1f3117f-f814-11e9-a622-340286a22b19,{'a2': {'size': 160}},0,graph,0
dag_id,data,mse_factor,name,stage_id
9188b3cc-f816-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
9188b3cc-f816-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
9188b3cd-f816-11e9-a622-340286a22b19,{'a27': {'size': 40}},0,graph,0
9188b3cd-f816-11e9-a622-340286a22b19,{'d6': {'size': 93}},0,graph,1
9188b3cd-f816-11e9-a622-340286a22b19,"{'b16': {'size': 125}, 'd6': {'size': 185}}",0,graph,1
9188b3cd-f816-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
9188b3cd-f816-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
9188b3cb-f816-11e9-a622-340286a22b19,{'a2': {'size': 160}},0,graph,0
9188b3cb-f816-11e9-a622-340286a22b19,{'d25': {'size': 200}},0,graph,3
9188b3cb-f816-11e9-a622-340286a22b19,{'d25': {'size': 200}},0,graph,3
9188b3cb-f816-11e9-a622-340286a22b19,{'c21': {'size': 160}},0,graph,4
9188b3cb-f816-11e9-a622-340286a22b19,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
cf92bf71-f81d-11e9-a622-340286a22b19,{'ad': {'size': 80}},0,graph,1
cf92bf71-f81d-11e9-a622-340286a22b19,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
cf92bf72-f81d-11e9-a622-340286a22b19,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
61ac17b1-f820-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
61ac17b1-f820-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
61ac17b2-f820-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
61ac17b3-f820-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
61ac17b3-f820-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
61ac17b3-f820-11e9-b44d-000f53222e78,"{'re': {'size': 120}, 'c2': {'size': 37}}",0,graph,2
61ac17b3-f820-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
61ac17b3-f820-11e9-b44d-000f53222e78,"{'re': {'size': 120}, 'c2': {'size': 37}}",0,graph,2
61ac17b3-f820-11e9-b44d-000f53222e78,{},0,graph,3
61ac17b3-f820-11e9-b44d-000f53222e78,{},0,graph,3
61ac17b3-f820-11e9-b44d-000f53222e78,{},0,graph,4
61ac17b3-f820-11e9-b44d-000f53222e78,{},0,graph,4
61ac17b3-f820-11e9-b44d-000f53222e78,{},0,graph,5
61ac17b3-f820-11e9-b44d-000f53222e78,{},0,graph,5
dag_id,data,mse_factor,name,stage_id
61ac17b4-f820-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
61ac17b4-f820-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
61ac17b4-f820-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
61ac17b4-f820-11e9-b44d-000f53222e78,{'f4': {'size': 326}},0,graph,3
61ac17b4-f820-11e9-b44d-000f53222e78,{'f4': {'size': 326}},0,graph,3

dag_id,data,mse_factor,name,stage_id
61ac17b6-f820-11e9-b44d-000f53222e78,"{'sup': {'size': 200}, 'b6': {'size': 50}}",0,graph,0
61ac17b6-f820-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
61ac17b6-f820-11e9-b44d-000f53222e78,{'d6': {'size': 300}},0,graph,2
61ac17b6-f820-11e9-b44d-000f53222e78,{'d6': {'size': 300}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17b7-f820-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
61ac17b7-f820-11e9-b44d-000f53222e78,{},0,graph,1
dag_id,data,mse_factor,name,stage_id
61ac17b8-f820-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
61ac17b8-f820-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
61ac17b8-f820-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
61ac17b8-f820-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
61ac17b8-f820-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17b9-f820-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
61ac17b9-f820-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
61ac17b9-f820-11e9-b44d-000f53222e78,{'b3': {'size': 160}},0,graph,1
61ac17b9-f820-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
61ac17b9-f820-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17ba-f820-11e9-b44d-000f53222e78,{'ac': {'size': 130}},0,graph,1
61ac17ba-f820-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
61ac17ba-f820-11e9-b44d-000f53222e78,"{'f': {'size': 150}, 'g': {'size': 138}}",0,graph,2
61ac17ba-f820-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
61ac17ba-f820-11e9-b44d-000f53222e78,"{'f': {'size': 150}, 'g': {'size': 138}}",0,graph,2
61ac17ba-f820-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
61ac17ba-f820-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
61ac17bb-f820-11e9-b44d-000f53222e78,{'a': {'size': 326}},0,graph,0
61ac17bb-f820-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
61ac17bb-f820-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2
61ac17bb-f820-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2
61ac17bb-f820-11e9-b44d-000f53222e78,{'b': {'size': 250}},0,graph,3
61ac17bb-f820-11e9-b44d-000f53222e78,{'b': {'size': 250}},0,graph,3
dag_id,data,mse_factor,name,stage_id
61ac17bc-f820-11e9-b44d-000f53222e78,{},0,graph,1
61ac17bc-f820-11e9-b44d-000f53222e78,{},0,graph,2
61ac17bc-f820-11e9-b44d-000f53222e78,{},0,graph,2
61ac17bc-f820-11e9-b44d-000f53222e78,{},0,graph,3
61ac17bc-f820-11e9-b44d-000f53222e78,{},0,graph,3
dag_id,data,mse_factor,name,stage_id
61ac17bd-f820-11e9-b44d-000f53222e78,{'ab': {'size': 350}},0,graph,0
61ac17bd-f820-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
61ac17be-f820-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
61ac17be-f820-11e9-b44d-000f53222e78,"{'a14': {'size': 167}, 'd6': {'size': 300}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
61ac17c0-f820-11e9-b44d-000f53222e78,{'a16': {'size': 449}},0,graph,0
61ac17c0-f820-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
61ac17c0-f820-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1
61ac17c0-f820-11e9-b44d-000f53222e78,"{'d16': {'size': 185}, 'e16': {'size': 195}}",0,graph,2
61ac17c0-f820-11e9-b44d-000f53222e78,"{'d16': {'size': 185}, 'e16': {'size': 195}}",0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17c1-f820-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,2
61ac17c1-f820-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17c2-f820-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
61ac17c4-f820-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
61ac17c4-f820-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
61ac17c4-f820-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17c5-f820-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
61ac17c5-f820-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
61ac17c5-f820-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17c6-f820-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
61ac17c6-f820-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
61ac17c7-f820-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
61ac17c7-f820-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
61ac17c7-f820-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2


dag_id,data,mse_factor,name,stage_id
61ac17ca-f820-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,graph,0
dag_id,data,mse_factor,name,stage_id
61ac17cb-f820-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,graph,0
61ac17cb-f820-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,graph,2
61ac17cb-f820-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f5b-fb3b-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
36c70f5b-fb3b-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f5c-fb3b-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f5d-fb3b-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
36c70f5d-fb3b-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f5e-fb3b-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
36c70f5e-fb3b-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f5f-fb3b-11e9-b44d-000f53222e78,{'b5': {'size': 200}},0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f60-fb3b-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f61-fb3b-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
dag_id,data,mse_factor,name,stage_id
36c70f62-fb3b-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
36c70f62-fb3b-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
36c70f62-fb3b-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
36c70f62-fb3b-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f63-fb3b-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
36c70f63-fb3b-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
36c70f63-fb3b-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f64-fb3b-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
36c70f64-fb3b-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
36c70f65-fb3b-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
36c70f65-fb3b-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2

dag_id,data,mse_factor,name,stage_id
36c70f67-fb3b-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f68-fb3b-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f69-fb3b-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
dag_id,data,mse_factor,name,stage_id
36c70f6a-fb3b-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
36c70f6a-fb3b-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
36c70f6c-fb3b-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
36c70f6e-fb3b-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
36c70f6e-fb3b-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f6f-fb3b-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
36c70f6f-fb3b-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f70-fb3b-11e9-b44d-000f53222e78,{'b21': {'size': 64}},0,graph,0
36c70f70-fb3b-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f71-fb3b-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
36c70f71-fb3b-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
36c70f72-fb3b-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,graph,0
36c70f72-fb3b-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
36c70f73-fb3b-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,AQ25,0
36c70f73-fb3b-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,AQ25,4
dag_id,data,mse_factor,name,stage_id
36c70f74-fb3b-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,AQ26,0
dag_id,data,mse_factor,name,stage_id
36c70f75-fb3b-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,AQ27,0
36c70f75-fb3b-11e9-b44d-000f53222e78,{'d6': {'size': 93}},0,AQ27,1
36c70f75-fb3b-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,AQ27,2
dag_id,data,mse_factor,name,stage_id
96684fed-fb49-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
96684fed-fb49-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
96684fee-fb49-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
96684fef-fb49-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
96684fef-fb49-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96684ff0-fb49-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
96684ff0-fb49-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96684ff1-fb49-11e9-b44d-000f53222e78,{'b5': {'size': 200}},0,graph,1
dag_id,data,mse_factor,name,stage_id
96684ff2-fb49-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
dag_id,data,mse_factor,name,stage_id
96684ff3-fb49-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
dag_id,data,mse_factor,name,stage_id
96684ff4-fb49-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
96684ff4-fb49-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
96684ff4-fb49-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
96684ff4-fb49-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96684ff5-fb49-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
96684ff5-fb49-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
96684ff5-fb49-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96684ff6-fb49-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
96684ff6-fb49-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
96684ff7-fb49-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
96684ff7-fb49-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2

dag_id,data,mse_factor,name,stage_id
96684ff9-fb49-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
96684ffa-fb49-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
dag_id,data,mse_factor,name,stage_id
96684ffb-fb49-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
dag_id,data,mse_factor,name,stage_id
96684ffc-fb49-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
96684ffc-fb49-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
96684ffe-fb49-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
96685000-fb49-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
96685000-fb49-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96685001-fb49-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
96685001-fb49-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96685002-fb49-11e9-b44d-000f53222e78,{'b21': {'size': 64}},0,graph,0
96685002-fb49-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96685003-fb49-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
96685003-fb49-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
96685004-fb49-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,graph,0
96685004-fb49-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
96685005-fb49-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,AQ25,0
96685005-fb49-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,AQ25,4
dag_id,data,mse_factor,name,stage_id
96685006-fb49-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,AQ26,0
dag_id,data,mse_factor,name,stage_id
96685007-fb49-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,AQ27,0
96685007-fb49-11e9-b44d-000f53222e78,{'d6': {'size': 93}},0,AQ27,1
96685007-fb49-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,AQ27,2
dag_id,data,mse_factor,name,stage_id
abf75961-fb54-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
abf75961-fb54-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
abf75962-fb54-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
abf75963-fb54-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
abf75963-fb54-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75964-fb54-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
abf75964-fb54-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75965-fb54-11e9-b44d-000f53222e78,{'b5': {'size': 200}},0,graph,1
dag_id,data,mse_factor,name,stage_id
abf75966-fb54-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
dag_id,data,mse_factor,name,stage_id
abf75967-fb54-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
dag_id,data,mse_factor,name,stage_id
abf75968-fb54-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
abf75968-fb54-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
abf75968-fb54-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
abf75968-fb54-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75969-fb54-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
abf75969-fb54-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
abf75969-fb54-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf7596a-fb54-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
abf7596a-fb54-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
abf7596b-fb54-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
abf7596b-fb54-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2

dag_id,data,mse_factor,name,stage_id
abf7596d-fb54-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
abf7596e-fb54-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
dag_id,data,mse_factor,name,stage_id
abf7596f-fb54-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
dag_id,data,mse_factor,name,stage_id
abf75970-fb54-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
abf75970-fb54-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
abf75972-fb54-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
abf75974-fb54-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
abf75974-fb54-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75975-fb54-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
abf75975-fb54-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75976-fb54-11e9-b44d-000f53222e78,{'b21': {'size': 64}},0,graph,0
abf75976-fb54-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75977-fb54-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
abf75977-fb54-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
abf75978-fb54-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,graph,0
abf75978-fb54-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
abf75979-fb54-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,AQ25,0
abf75979-fb54-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,AQ25,4
dag_id,data,mse_factor,name,stage_id
abf7597a-fb54-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,AQ26,0
dag_id,data,mse_factor,name,stage_id
abf7597b-fb54-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,AQ27,0
abf7597b-fb54-11e9-b44d-000f53222e78,{'d6': {'size': 93}},0,AQ27,1
abf7597b-fb54-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,AQ27,2
dag_id,data,mse_factor,name,stage_id
f3ece785-fb5f-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
f3ece785-fb5f-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece786-fb5f-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece787-fb5f-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
f3ece787-fb5f-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece788-fb5f-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
f3ece788-fb5f-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
